Engine_Size_L,Horsepower,Weight_kg,Mileage_km_per_year,Fuel_Tank_Capacity,Age_of_Car,Service_Visits_Per_Year,Fuel_Type,Transmission,Car_Brand,Road_Type,Owner_Type,Fuel_Efficiency_kmpl
1.1,393,1792,13962,65.03,10,1,Electric,Automatic,Ford,Mixed,Third,32.89
4.85,268,2208,21632,31.15,7,1,Petrol,Automatic,Toyota,City,First,8.57
4.34,284,1068,18385,73.12,1,4,Petrol,Manual,Hyundai,City,Third,16.06
3.78,118,2277,29948,37.88,3,5,Electric,Automatic,Toyota,City,Third,26.97
2.64,301,1498,10950,55.71,7,5,Electric,Automatic,Ford,Highway,First,32.41
1.69,316,2341,7926,59.86,6,5,Diesel,Manual,Toyota,Mixed,First,34.45
1.63,308,1664,12975,52.88,8,5,Electric,Manual,Ford,City,Second,32.65
2.0,237,1149,25241,47.04,4,3,Petrol,Automatic,BMW,Highway,Second,26.16
3.2,117,909,26314,53.39,5,2,Electric,Automatic,BMW,Mixed,First,34.5
3.86,120,2306,28398,45.57,14,1,Electric,Manual,Hyundai,Mixed,Second,27.16
3.64,368,1206,11966,51.91,10,2,Diesel,Automatic,BMW,Highway,Second,31.96
2.12,167,1449,14133,47.95,7,2,Petrol,Automatic,Hyundai,Mixed,Third,22.1
4.82,285,850,11587,58.31,14,2,Electric,Manual,Honda,Highway,First,27.85
3.95,246,2226,27880,41.9,11,3,Petrol,Manual,Ford,Highway,Third,16.15
3.22,149,2386,10091,79.43,13,2,Diesel,Manual,Honda,Highway,Third,32.29
3.45,254,2299,13985,55.04,14,3,Petrol,Automatic,Honda,Mixed,First,12.51
2.68,96,1910,22061,39.71,10,4,Electric,Manual,Hyundai,Highway,Third,34.83
1.99,264,1891,27293,53.85,14,4,Electric,Automatic,Ford,Highway,Second,33.6
2.42,283,1395,6561,73.32,4,4,Diesel,Manual,Hyundai,Mixed,Second,36.11
4.03,183,1778,25437,31.09,13,3,Diesel,Manual,Toyota,City,Second,29.16
1.06,311,1865,13644,63.98,8,3,Diesel,Automatic,Honda,Highway,Second,39.08
1.46,193,1530,19785,57.4,3,1,Petrol,Manual,Ford,Highway,Second,27.99
1.18,374,856,8656,38.48,7,2,Petrol,Automatic,Honda,City,Third,22.8
1.16,145,1537,26618,70.87,11,5,Petrol,Automatic,Toyota,Mixed,First,25.43
4.42,380,995,25530,48.44,13,5,Petrol,Automatic,Toyota,Mixed,Third,13.59
3.81,381,1885,26872,44.69,2,2,Diesel,Automatic,Ford,Mixed,Third,29.52
2.9,265,2086,29465,71.41,4,5,Petrol,Automatic,Ford,Highway,Second,19.97
1.39,113,911,21139,61.93,14,5,Petrol,Manual,Toyota,City,Second,25.98
2.97,255,1564,5209,74.91,7,5,Petrol,Manual,Honda,Mixed,Third,18.42
2.89,315,1510,9983,61.49,14,3,Petrol,Automatic,BMW,City,Third,14.55
1.69,153,2001,12141,67.04,9,3,Diesel,Automatic,Honda,Mixed,First,36.19
2.74,276,1747,15118,71.82,11,3,Diesel,Automatic,BMW,Highway,First,34.12
2.59,220,825,21261,32.74,6,2,Electric,Automatic,Hyundai,Mixed,First,34.91
3.46,225,1209,26329,68.8,0,4,Electric,Manual,Ford,City,First,31.9
3.54,85,1557,29364,60.69,11,5,Petrol,Manual,Toyota,City,First,18.38
1.18,234,1330,8966,33.48,3,1,Petrol,Manual,Hyundai,City,Second,24.76
2.5,214,2140,15069,55.43,1,3,Diesel,Manual,Honda,Highway,First,37.26
3.5,106,2355,13818,34.12,1,1,Electric,Manual,BMW,Mixed,Third,29.5
3.01,114,1929,15918,66.8,12,5,Petrol,Manual,Ford,Highway,Second,20.63
4.43,275,1548,14650,57.33,14,4,Electric,Automatic,BMW,Highway,Third,25.8
3.63,131,2287,24208,77.68,6,1,Electric,Manual,Honda,City,Second,27.45
1.65,377,1045,6250,39.16,11,5,Electric,Manual,Honda,City,Second,32.86
1.28,88,1904,9758,60.3,11,5,Diesel,Automatic,Toyota,Highway,First,40.08
3.57,369,1461,9363,40.58,2,3,Petrol,Automatic,Hyundai,Highway,Third,17.52
1.11,76,1708,7163,60.7,2,4,Petrol,Automatic,Ford,Mixed,First,25.9
3.34,318,1195,14815,66.13,14,5,Diesel,Automatic,Toyota,City,Third,29.57
4.76,186,1321,6853,66.12,5,4,Diesel,Automatic,BMW,City,Third,27.16
3.3,137,1725,22137,70.75,5,3,Diesel,Manual,Hyundai,City,First,33.43
2.55,103,1063,26832,72.68,0,1,Electric,Automatic,Ford,Mixed,First,37.16
3.57,263,2484,6868,33.86,14,2,Electric,Automatic,BMW,Mixed,Second,22.83
2.83,394,1589,21565,47.16,14,2,Petrol,Automatic,Ford,City,Second,14.43
3.18,124,2097,22897,64.36,14,2,Petrol,Manual,Ford,City,Second,16.08
4.77,335,971,20568,54.93,0,4,Electric,Automatic,Hyundai,Highway,Third,29.03
2.54,111,1064,14094,39.53,10,2,Electric,Automatic,BMW,Highway,First,36.24
4.84,366,1849,24728,57.64,5,1,Diesel,Manual,Toyota,Mixed,Second,27.02
4.62,300,2292,10238,50.37,6,5,Electric,Automatic,Toyota,City,First,19.9
1.78,79,1275,12089,49.5,8,4,Petrol,Manual,Toyota,Highway,Second,27.71
1.28,197,1155,27785,70.49,3,1,Petrol,Manual,Ford,Highway,Second,30.52
1.4,248,1849,23940,50.38,13,4,Diesel,Automatic,Honda,City,First,35.24
1.07,262,833,27482,31.32,9,4,Diesel,Manual,Hyundai,City,Second,41.91
1.38,161,1063,10280,32.9,5,4,Petrol,Automatic,Toyota,Highway,First,27.99
3.73,300,1961,9244,72.81,11,3,Electric,Automatic,Hyundai,City,Second,22.95
1.28,147,1615,7164,78.03,2,5,Electric,Automatic,Ford,City,First,35.33
2.28,154,1674,27985,64.42,12,2,Petrol,Manual,Hyundai,Mixed,Second,22.38
4.38,99,1553,20149,48.22,12,3,Electric,Manual,Toyota,Highway,Second,30.08
1.09,282,1365,19088,76.93,10,5,Electric,Manual,Toyota,Highway,Third,39.36
4.26,118,1261,23405,63.14,3,2,Petrol,Manual,Ford,Mixed,First,19.2
2.13,334,1991,7821,72.22,8,3,Petrol,Manual,Ford,Mixed,Second,18.68
1.47,214,2454,27322,68.29,13,3,Diesel,Automatic,BMW,Highway,Third,37.08
3.79,138,1454,27516,48.96,13,1,Petrol,Automatic,Ford,Highway,First,19.08
3.52,127,880,15473,53.94,0,3,Diesel,Automatic,Honda,City,Second,34.97
4.51,254,1556,18686,39.31,4,4,Diesel,Manual,Honda,City,Second,28.62
3.94,131,1669,14762,44.6,14,3,Electric,Manual,Toyota,Highway,Second,29.91
4.21,377,2230,10969,68.91,14,4,Petrol,Manual,Ford,City,First,8.3
2.13,365,2397,17178,74.7,10,5,Electric,Automatic,Honda,City,Third,26.56
1.71,235,1869,11168,66.22,6,5,Petrol,Automatic,Honda,City,Second,19.58
4.0,240,1398,22097,53.26,2,4,Petrol,Manual,BMW,Mixed,Third,18.12
4.23,132,2434,19096,34.33,14,1,Electric,Automatic,Ford,Highway,First,25.41
4.96,216,1606,12203,32.85,1,1,Diesel,Manual,BMW,Highway,First,30.99
2.65,375,1876,8545,48.72,12,5,Petrol,Automatic,Hyundai,Highway,Second,17.05
2.49,230,1783,29798,53.19,10,3,Diesel,Manual,BMW,City,Second,34.41
4.11,210,1503,5863,60.46,1,5,Electric,Manual,Hyundai,City,Second,27.15
2.36,166,1275,21148,30.32,0,5,Electric,Automatic,Hyundai,Mixed,Third,35.81
4.72,290,1391,26009,79.49,4,4,Petrol,Automatic,Ford,Mixed,Third,13.99
4.43,112,815,26691,48.2,12,1,Electric,Manual,Hyundai,Highway,Second,32.9
2.72,361,2183,22809,72.4,2,4,Petrol,Automatic,Hyundai,Mixed,First,16.88
4.0,177,1286,23688,56.75,10,5,Petrol,Automatic,BMW,Mixed,First,16.78
4.02,335,1505,5653,36.52,11,2,Petrol,Automatic,Ford,City,Second,10.89
1.41,164,2325,13129,69.88,6,3,Petrol,Manual,Ford,Highway,Third,24.64
4.61,331,1964,28118,65.49,0,5,Petrol,Automatic,Hyundai,Highway,First,14.75
3.02,382,1419,5443,56.37,8,4,Electric,Automatic,BMW,Mixed,Third,27.88
4.31,140,1818,28843,55.73,13,2,Petrol,Automatic,BMW,City,Second,12.71
2.28,288,1576,26053,34.37,1,2,Diesel,Automatic,BMW,Mixed,Third,36.75
4.58,90,1246,10106,62.79,7,5,Petrol,Manual,BMW,Mixed,Third,16.75
2.56,161,1089,9436,75.56,9,1,Petrol,Manual,Toyota,Highway,Third,24.49
1.04,196,1008,24241,34.66,3,2,Petrol,Manual,Hyundai,City,First,28.04
4.62,149,2298,14472,43.18,5,3,Electric,Automatic,Hyundai,Mixed,Third,23.7
1.37,381,1212,8039,75.12,8,4,Diesel,Manual,Hyundai,Mixed,Third,38.33
2.28,307,1476,13291,44.22,6,4,Diesel,Automatic,Ford,City,Third,33.42
4.8,251,2250,15278,62.7,14,4,Diesel,Manual,Ford,Mixed,Second,24.71
4.8,94,2194,21285,56.74,7,5,Electric,Manual,BMW,Highway,Third,27.53
3.29,225,1463,18944,59.82,14,4,Electric,Automatic,Ford,Mixed,Third,28.71
3.53,74,1089,7737,50.79,6,4,Petrol,Automatic,Honda,Highway,First,21.65
2.79,189,2255,28340,45.0,1,3,Electric,Automatic,Hyundai,Highway,Second,33.1
2.17,346,2091,26623,32.43,8,1,Diesel,Manual,Hyundai,Highway,Third,36.56
2.31,87,950,6607,67.21,14,5,Diesel,Automatic,Toyota,Highway,First,39.36
3.69,267,2078,7953,67.3,0,5,Electric,Automatic,Toyota,Highway,First,28.46
4.01,126,2176,17173,63.54,13,4,Electric,Automatic,Honda,Highway,Third,27.13
4.17,162,2200,10933,62.18,1,3,Diesel,Manual,Toyota,Mixed,First,30.01
4.16,88,2476,16386,42.19,2,2,Diesel,Automatic,BMW,City,First,27.5
1.36,262,1654,20221,31.12,2,4,Diesel,Manual,BMW,Mixed,First,40.26
2.98,306,2181,9682,70.44,13,4,Diesel,Manual,Hyundai,City,First,28.38
1.23,346,1407,19853,54.56,9,5,Diesel,Automatic,BMW,Mixed,Third,38.04
3.2,296,1169,16284,45.34,3,5,Electric,Automatic,Toyota,City,Third,29.46
2.77,302,2050,27717,35.1,4,4,Electric,Automatic,Honda,Mixed,First,29.93
4.55,109,1504,28776,33.14,5,5,Petrol,Automatic,BMW,Highway,Third,18.38
2.4,392,2126,16154,47.44,0,3,Petrol,Manual,Hyundai,City,Third,17.26
1.47,222,1625,14047,70.24,13,2,Petrol,Automatic,Hyundai,Mixed,First,21.82
1.57,196,1804,27993,75.94,12,2,Electric,Automatic,Toyota,Highway,First,36.5
4.05,306,2212,15338,74.84,7,2,Petrol,Manual,BMW,Mixed,First,12.85
3.47,124,1176,19323,76.0,5,4,Petrol,Manual,Toyota,City,Third,19.72
1.4,241,1772,9925,75.39,9,4,Electric,Automatic,Hyundai,Mixed,Third,33.7
1.34,178,917,28634,56.36,8,4,Diesel,Automatic,Honda,Mixed,Second,42.34
3.8,253,1828,10783,40.97,4,3,Electric,Automatic,BMW,Highway,Second,28.64
1.29,267,1243,17343,69.9,6,2,Electric,Automatic,Honda,Highway,First,38.72
4.29,156,2175,14917,40.69,10,5,Diesel,Automatic,BMW,Highway,Second,29.25
3.82,270,1554,15145,43.36,3,5,Petrol,Manual,Hyundai,City,Third,15.56
1.33,391,2356,11723,41.66,5,1,Electric,Manual,BMW,Highway,Second,34.13
1.34,344,2487,21568,55.75,5,1,Electric,Manual,Hyundai,City,Second,31.49
4.95,280,1439,21905,46.09,12,5,Diesel,Automatic,Ford,Highway,First,28.43
2.5,187,923,22632,37.71,3,2,Electric,Automatic,Hyundai,Highway,Third,37.92
2.48,260,1457,18349,52.66,5,4,Petrol,Automatic,Hyundai,Highway,Third,22.5
4.25,111,2100,6002,73.7,7,5,Diesel,Automatic,BMW,Highway,Third,30.02
4.79,111,1621,11266,58.53,10,5,Electric,Manual,Honda,City,Third,24.55
4.94,384,2217,27828,73.92,4,1,Petrol,Manual,Hyundai,City,Second,9.11
4.01,345,1463,16330,39.79,1,2,Petrol,Automatic,BMW,City,First,13.62
2.51,398,1159,19980,38.35,8,5,Electric,Automatic,Hyundai,Highway,Second,33.36
1.33,86,1422,12017,58.78,10,4,Petrol,Automatic,Toyota,Highway,Third,27.0
4.11,352,2292,13585,53.17,3,4,Diesel,Manual,Toyota,Highway,First,29.41
3.23,327,2451,21011,63.01,3,3,Petrol,Manual,Toyota,City,First,14.06
2.7,132,1880,23001,69.73,10,4,Diesel,Automatic,Toyota,Mixed,Third,34.34
4.63,131,2074,22044,67.57,6,5,Diesel,Automatic,Honda,Mixed,Third,28.11
1.44,169,1718,10524,77.11,9,5,Diesel,Manual,Hyundai,Mixed,First,38.86
2.97,88,1973,29000,49.91,13,4,Electric,Automatic,Toyota,City,Third,29.09
1.05,86,1251,10250,40.32,9,1,Petrol,Manual,BMW,Mixed,Third,27.74
2.87,394,1985,12512,57.55,5,2,Electric,Automatic,Toyota,City,Third,25.81
1.23,315,919,28289,35.54,13,5,Electric,Manual,Ford,City,Third,36.81
1.48,320,1381,5319,44.44,3,4,Diesel,Automatic,Ford,Highway,First,39.6
1.47,150,2174,15416,40.39,5,4,Electric,Manual,Honda,Highway,First,37.52
3.6,108,898,8600,49.83,2,5,Petrol,Manual,Ford,City,Second,20.2
3.98,105,1990,27344,35.56,6,3,Electric,Automatic,BMW,Mixed,Second,28.24
3.33,266,2486,10279,31.59,5,2,Electric,Manual,Toyota,City,First,25.16
4.85,227,1313,23151,62.84,2,5,Diesel,Automatic,Ford,City,Second,28.26
2.5,273,1463,20494,60.51,0,4,Diesel,Manual,Ford,Mixed,Third,37.53
2.14,265,1200,23182,65.42,11,3,Electric,Automatic,Honda,Highway,Third,35.76
4.47,285,1164,17398,63.02,9,5,Diesel,Automatic,Ford,City,First,27.56
1.89,354,2400,5282,35.71,4,2,Electric,Manual,Toyota,Highway,Second,32.3
4.85,265,2149,19030,44.55,9,3,Petrol,Automatic,Hyundai,Highway,Third,11.73
1.05,376,1380,27721,36.48,1,4,Petrol,Automatic,Toyota,Highway,Second,27.48
4.88,221,2456,20302,72.15,6,1,Diesel,Automatic,Ford,City,First,23.21
1.17,83,1420,10166,67.35,12,2,Petrol,Automatic,Ford,Mixed,First,25.05
4.56,394,1627,12121,40.08,6,3,Petrol,Manual,Ford,Mixed,Second,12.16
3.11,215,1046,19677,47.07,3,5,Electric,Manual,Honda,Highway,First,36.13
4.97,126,1233,28793,78.33,5,5,Diesel,Automatic,BMW,Highway,Third,32.79
1.3,280,1916,21373,59.71,0,3,Petrol,Manual,Toyota,Mixed,Third,24.79
3.22,337,2091,26873,70.06,1,5,Diesel,Automatic,Ford,Highway,Second,33.41
4.88,279,1414,9896,43.23,14,3,Diesel,Automatic,Hyundai,Mixed,Second,25.4
3.09,86,1742,21514,40.5,5,2,Diesel,Automatic,Honda,Mixed,First,34.9
3.52,355,1762,6293,69.2,1,5,Petrol,Manual,BMW,City,First,14.44
3.78,272,1423,27443,64.29,11,2,Diesel,Automatic,Ford,Highway,Second,32.97
2.82,168,1120,11957,64.05,11,4,Diesel,Automatic,Toyota,Highway,First,37.11
3.51,348,1655,21444,57.63,10,4,Electric,Manual,Hyundai,City,Second,26.47
3.34,278,861,23595,58.18,3,4,Electric,Automatic,Honda,Mixed,Second,32.44
4.6,198,1099,14740,66.78,3,4,Electric,Manual,Toyota,Highway,Third,30.98
1.18,357,1202,17559,43.5,9,5,Electric,Manual,Toyota,City,First,35.3
2.12,321,1754,14973,47.64,8,3,Diesel,Manual,Honda,Mixed,Second,35.27
4.8,334,2471,11276,73.58,14,5,Electric,Automatic,Toyota,City,Third,16.91
4.56,340,2390,26747,45.44,9,5,Electric,Automatic,Hyundai,City,Second,20.05
2.82,257,2443,13152,57.32,6,2,Petrol,Automatic,Hyundai,City,First,13.9
3.48,283,2126,12973,65.13,13,3,Electric,Automatic,Toyota,City,Third,23.29
2.11,352,1052,20333,80.0,6,1,Electric,Automatic,Ford,Mixed,First,33.98
1.75,280,1277,5037,51.76,11,1,Petrol,Automatic,Toyota,City,Third,19.61
2.85,145,2192,10990,51.4,10,3,Diesel,Automatic,Ford,Mixed,First,31.62
2.41,217,959,10438,72.13,0,1,Diesel,Automatic,Toyota,City,Second,36.79
3.33,390,1760,29061,70.28,10,3,Petrol,Automatic,BMW,City,Second,13.61
1.31,282,1989,20735,66.55,4,2,Petrol,Automatic,Hyundai,Highway,Second,24.5
4.9,178,1004,15856,53.16,2,2,Diesel,Automatic,Toyota,Highway,First,32.66
4.94,198,2090,5473,46.2,2,5,Electric,Automatic,Hyundai,Highway,Third,24.67
3.79,79,1961,5058,60.44,5,1,Petrol,Manual,Honda,Highway,First,18.88
3.14,116,2191,7636,73.81,3,3,Petrol,Manual,BMW,City,Second,16.75
2.24,384,2266,19834,74.19,7,2,Petrol,Automatic,Ford,City,First,15.18
4.26,165,1657,20577,35.42,13,5,Diesel,Automatic,Honda,Mixed,Third,28.96
3.74,172,1559,23998,51.42,3,1,Diesel,Manual,BMW,City,Second,32.7
1.65,215,2390,12296,53.24,7,1,Diesel,Manual,Honda,Mixed,First,35.78
4.64,96,1520,26383,78.88,13,1,Diesel,Automatic,Hyundai,City,Second,28.03
4.29,289,1840,17670,63.9,11,2,Diesel,Automatic,BMW,City,First,25.35
4.8,87,867,29660,50.36,14,2,Electric,Automatic,Honda,Mixed,First,28.5
3.9,236,932,14725,31.3,11,1,Electric,Automatic,Ford,Highway,Second,30.71
3.45,151,1718,25181,58.27,3,2,Diesel,Automatic,BMW,City,Third,32.22
2.67,141,1229,7674,34.8,2,1,Diesel,Manual,BMW,Highway,Second,40.04
4.73,379,1107,20796,71.72,4,4,Diesel,Automatic,Honda,Mixed,Third,28.47
4.46,323,1449,16065,67.63,11,2,Petrol,Manual,Toyota,City,Second,11.85
1.18,231,1997,27820,53.03,12,3,Petrol,Manual,Ford,Mixed,Second,23.83
1.11,396,1211,24504,51.46,4,2,Diesel,Automatic,Ford,City,Second,38.31
2.51,107,896,16026,74.87,9,1,Diesel,Automatic,Honda,Mixed,First,38.31
4.24,270,1977,7076,44.42,9,3,Petrol,Manual,Hyundai,Mixed,First,12.49
4.95,269,2065,24574,42.45,0,5,Petrol,Automatic,Hyundai,Highway,Third,13.77
1.6,324,2127,9787,76.96,14,3,Petrol,Manual,Toyota,Highway,Second,21.07
3.38,248,2108,27440,70.46,7,3,Petrol,Manual,Toyota,Highway,First,19.04
2.52,104,1850,12494,71.03,7,2,Petrol,Automatic,Honda,City,First,18.53
4.88,151,2225,24961,39.76,7,3,Diesel,Automatic,Hyundai,Mixed,Second,26.6
4.37,289,2183,26125,37.16,13,3,Diesel,Automatic,Ford,Highway,Second,27.71
4.35,227,1883,28216,31.3,9,1,Petrol,Manual,Hyundai,City,Second,13.19
2.87,73,1001,7581,41.85,3,2,Diesel,Manual,Honda,Highway,Third,40.83
2.66,236,1561,20600,68.71,12,1,Petrol,Manual,Hyundai,City,Second,18.43
2.09,273,1673,25171,42.0,13,2,Petrol,Automatic,BMW,Mixed,First,19.95
1.23,263,1380,19333,66.46,8,5,Petrol,Manual,Honda,Mixed,First,25.47
4.46,304,1169,28487,42.6,9,3,Diesel,Automatic,BMW,Mixed,Second,29.75
4.25,275,1332,15404,49.76,2,2,Diesel,Automatic,Honda,City,Third,28.9
5.0,219,1975,16166,79.16,6,3,Diesel,Manual,Ford,Mixed,Third,26.95
4.99,228,1925,5932,42.24,5,3,Diesel,Automatic,Honda,City,First,23.72
3.22,348,1698,23047,48.82,8,4,Electric,Manual,Honda,City,Third,27.76
4.08,373,1406,13748,45.05,11,1,Petrol,Automatic,Honda,City,Second,11.22
4.78,235,2269,20577,35.48,13,2,Petrol,Automatic,Honda,Mixed,Third,9.27
4.4,380,1672,29298,54.49,12,5,Diesel,Manual,Toyota,Mixed,Third,27.95
1.99,137,2052,20015,48.93,3,4,Diesel,Automatic,BMW,Mixed,First,36.96
2.8,157,1948,21108,64.74,3,1,Electric,Manual,Honda,City,First,31.28
1.52,286,1569,26236,70.88,5,5,Petrol,Automatic,Honda,Mixed,First,23.54
4.82,70,1633,6104,57.21,7,5,Petrol,Manual,Toyota,City,Third,13.03
3.42,204,1798,22654,31.61,2,3,Diesel,Manual,Hyundai,Mixed,First,34.06
1.91,254,1737,17936,60.95,10,1,Diesel,Automatic,Toyota,City,First,33.96
3.69,209,1035,14601,32.77,7,4,Electric,Automatic,Toyota,Highway,Third,32.07
3.47,175,961,8646,60.82,13,2,Petrol,Manual,Toyota,Mixed,Third,19.09
2.43,202,1353,26471,64.25,7,2,Electric,Manual,Honda,Mixed,Third,35.22
1.45,177,1587,26107,39.89,13,4,Petrol,Manual,Toyota,City,Second,23.23
3.69,247,2176,19960,70.97,13,3,Diesel,Manual,Toyota,City,Second,27.61
3.08,367,1891,19878,75.55,6,3,Electric,Automatic,Toyota,City,Third,26.19
4.09,215,1996,23438,70.65,6,5,Diesel,Automatic,Honda,Highway,First,31.24
3.08,143,2460,14145,45.26,4,1,Petrol,Automatic,Ford,Mixed,Third,16.28
4.41,177,1358,28042,59.33,1,5,Petrol,Automatic,Ford,City,Second,15.67
3.21,191,1060,23226,75.74,11,2,Electric,Automatic,Hyundai,Highway,First,33.71
3.24,86,1016,7802,46.03,13,4,Diesel,Manual,Honda,Highway,Second,37.62
4.51,265,1947,29119,71.0,14,1,Petrol,Manual,Toyota,City,Second,11.16
2.61,396,1604,29585,30.47,1,4,Petrol,Automatic,Toyota,Mixed,Second,19.57
1.54,387,1985,21365,30.18,12,1,Electric,Automatic,Toyota,City,Second,29.61
1.12,366,1000,29697,67.99,11,2,Electric,Manual,Ford,City,First,36.73
4.02,321,2277,11105,68.07,9,2,Diesel,Automatic,Toyota,City,Third,24.15
3.48,188,1201,23944,69.45,11,1,Electric,Automatic,Toyota,Highway,First,32.43
3.82,231,2285,24421,76.5,7,3,Petrol,Manual,Ford,Highway,Third,16.99
1.85,267,1074,7749,35.9,10,1,Diesel,Automatic,Toyota,Mixed,Third,37.05
1.55,114,1005,21974,41.6,5,2,Diesel,Automatic,Hyundai,Highway,First,44.13
1.06,383,1863,22752,75.19,7,4,Diesel,Automatic,BMW,City,Third,35.65
2.4,248,2096,15181,38.86,2,5,Petrol,Automatic,Hyundai,Highway,First,20.96
3.36,113,1666,6361,64.11,0,4,Electric,Manual,Honda,Mixed,First,31.88
2.57,340,892,29512,56.52,12,2,Diesel,Automatic,Hyundai,City,Third,34.38
2.75,147,1865,8773,34.16,5,4,Petrol,Automatic,Hyundai,City,Third,17.33
4.62,395,2288,18495,44.26,1,3,Electric,Manual,Ford,Highway,Second,25.03
2.39,247,1178,7064,56.02,11,3,Diesel,Manual,Honda,Highway,Third,38.15
3.06,72,1930,23799,72.62,14,1,Electric,Manual,Hyundai,Mixed,Third,31.26
4.13,283,2151,24335,65.38,8,4,Electric,Automatic,BMW,City,Third,22.95
2.59,143,864,10616,61.09,4,4,Electric,Manual,Hyundai,Mixed,First,36.42
3.49,120,1164,12975,54.8,4,2,Petrol,Manual,Toyota,Highway,Second,22.94
4.45,136,1620,15960,44.93,12,1,Diesel,Automatic,Ford,City,Second,27.14
4.8,162,2307,28485,35.96,9,1,Diesel,Manual,Toyota,Highway,First,29.57
1.59,245,2470,26387,50.45,7,4,Diesel,Automatic,Honda,City,Third,33.77
4.71,214,1847,20324,31.43,5,5,Petrol,Automatic,Honda,Mixed,Third,12.7
2.97,76,1339,29690,40.55,2,4,Electric,Automatic,Ford,City,First,33.53
2.03,338,1885,11243,51.62,8,4,Petrol,Manual,Hyundai,Highway,Second,21.59
2.84,391,1290,27965,50.93,9,4,Diesel,Automatic,Honda,City,First,31.92
4.92,73,2096,14560,32.21,3,3,Electric,Manual,BMW,Mixed,First,25.94
2.97,207,1028,19684,59.45,9,1,Petrol,Manual,Ford,Highway,Third,23.63
2.32,300,1843,13330,57.48,3,3,Petrol,Automatic,Toyota,Mixed,First,19.14
3.53,157,802,9923,33.91,11,5,Petrol,Automatic,BMW,City,First,17.44
1.96,86,2244,11467,77.16,12,2,Petrol,Manual,Ford,City,First,19.38
1.3,121,1710,26325,34.97,1,5,Electric,Automatic,BMW,City,Third,36.94
1.52,203,1106,27821,72.74,2,1,Petrol,Manual,Ford,City,Third,26.52
1.51,280,1231,11076,30.02,3,2,Electric,Manual,Toyota,Highway,Second,39.16
1.61,394,935,27032,74.11,6,5,Petrol,Manual,Hyundai,City,Second,23.75
1.56,288,1314,13001,30.99,12,1,Diesel,Manual,Ford,Highway,Second,40.12
3.56,274,992,20303,67.89,2,5,Petrol,Manual,Honda,Highway,Third,22.39
1.73,280,2408,22699,48.08,7,2,Petrol,Manual,Toyota,Highway,Second,22.51
2.38,346,2238,21457,66.91,7,2,Diesel,Automatic,Toyota,City,First,30.44
4.59,93,1672,13675,50.09,9,5,Electric,Manual,BMW,City,Second,25.6
2.9,73,1941,17303,33.55,10,3,Petrol,Manual,Honda,Mixed,First,19.91
3.67,221,1465,22933,68.38,1,5,Petrol,Automatic,BMW,City,Second,16.75
1.69,328,1008,22743,33.56,3,5,Diesel,Automatic,Toyota,City,Third,38.05
1.77,393,1751,20128,76.11,7,5,Electric,Manual,Ford,City,First,31.6
1.16,237,1857,23280,32.55,0,3,Diesel,Manual,Honda,Highway,First,43.13
1.68,245,1448,11659,53.97,0,4,Petrol,Manual,Toyota,Mixed,Third,24.85
2.11,379,2141,10246,66.15,13,2,Electric,Automatic,Honda,City,First,26.26
1.71,360,919,11967,49.66,13,1,Petrol,Manual,Ford,Mixed,Second,22.9
1.35,125,1426,11661,40.86,3,2,Diesel,Manual,Hyundai,Highway,Third,43.89
1.48,177,1324,17416,67.95,10,2,Petrol,Automatic,BMW,Mixed,First,24.2
2.84,365,2404,5510,69.21,1,4,Diesel,Automatic,BMW,Mixed,Third,29.48
1.83,393,1568,13614,76.13,0,2,Diesel,Automatic,Toyota,Mixed,First,36.13
2.46,371,1912,7432,48.81,7,2,Electric,Manual,Toyota,Mixed,First,29.61
3.01,210,1311,6906,55.31,1,3,Diesel,Automatic,Ford,Mixed,Third,34.75
3.76,224,846,20554,48.16,3,3,Electric,Manual,Toyota,Highway,First,34.72
1.16,331,1571,21448,42.85,2,3,Electric,Automatic,Toyota,City,Second,34.78
4.2,342,1539,9928,67.55,14,3,Electric,Automatic,Toyota,Mixed,Second,23.4
3.51,301,1321,9710,46.98,1,3,Electric,Manual,Honda,Highway,First,32.43
1.33,310,2107,16540,51.41,7,1,Electric,Manual,Honda,Highway,First,36.0
4.49,327,2200,11124,50.18,2,4,Diesel,Automatic,Hyundai,City,Second,24.1
4.68,318,2461,12837,65.63,14,5,Diesel,Manual,Honda,Highway,First,25.32
1.24,146,933,20583,75.89,8,3,Electric,Manual,BMW,City,First,39.02
2.11,249,2490,22184,63.34,9,4,Diesel,Automatic,Hyundai,Mixed,Third,32.76
4.22,135,1047,27447,53.58,4,5,Electric,Manual,Toyota,Highway,Third,33.99
3.99,377,2475,29853,68.96,8,2,Diesel,Manual,BMW,Highway,Second,29.26
1.74,240,2141,11109,62.05,2,2,Electric,Automatic,Hyundai,Highway,Second,34.69
1.84,91,1235,14909,33.03,11,4,Petrol,Manual,Hyundai,Mixed,Third,25.21
2.48,176,1999,11659,34.78,4,1,Petrol,Manual,BMW,City,Third,18.97
2.94,392,1485,6238,31.9,13,1,Electric,Manual,Hyundai,City,Second,26.62
3.47,296,1385,27966,52.84,9,4,Diesel,Automatic,BMW,Highway,Second,34.21
2.48,285,1150,25907,71.29,5,1,Electric,Manual,Hyundai,Highway,Second,37.1
2.85,138,942,20064,45.65,8,1,Diesel,Manual,Hyundai,Mixed,Third,38.38
